"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"820","관광펜션업","03_11_02_P","4430000","CDFI3261092023000002","2023-04-27","","01","영업/정상","13","영업중","","","","","","","","충청북도 옥천군 군서면 금산리 81","충청북도 옥천군 군서면 장령산로 475 (장령산 힐링팬션)","29059","스테이비로소풀빌라 감성독채 펜션","2023-04-27 15:02:31","I","2023-04-29 00:20:04","","249493.318874403","305511.014023365","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"821","관광펜션업","03_11_02_P","4160000","CDFI3261092023000005","2023-04-12","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 임초리 621-4","경기도 가평군 상면 임초밤안골로 269-16","12447","벨르앙쥬펜션","2025-04-22 15:49:48","U","2025-04-24 02:40:00","","231896.549095364","471914.406608073","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","10000000","","","","0",
"822","관광펜션업","03_11_02_P","4600000","CDFI3261092023000001","2023-05-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 홍성군 서부면 궁리 385-6","충청남도 홍성군 서부면 서부서길554번길 67-10","32204","자발적고립","2023-05-23 14:53:54","I","2023-05-25 00:20:11","","152422.450229607","342171.182758704","관광펜션업","","","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","400000000","","","","0",
"823","관광펜션업","03_11_02_P","5430000","CDFI3261092023000003","2023-04-27","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 석교리 919-1","경상남도 남해군 남면 남면로56번길 9","52436","빠당빠당","2023-04-27 14:54:10","I","2023-04-29 00:20:04","","282081.689419872","141314.101570419","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"824","관광펜션업","03_11_02_P","4480000","CDFI3261092024000001","2024-04-01","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 영춘면 상리 600-8","충청북도 단양군 영춘면 강변우회로 150","27018","마르디","2024-04-01 13:18:56","I","2024-04-03 00:15:57","","331307.260740936","398731.865694792","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"825","관광펜션업","03_11_02_P","4480000","CDFI3261092024000002","2024-04-01","","01","영업/정상","13","영업중","","","","","","","","충청북도 단양군 영춘면 상리 600-11","충청북도 단양군 영춘면 강변우회로 148","27018","빌라 마르디","2024-04-01 13:23:34","I","2024-04-03 00:15:57","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"826","관광펜션업","03_11_02_P","4810000","CDFI3261092024000002","2024-04-01","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 화정면 백야리 497-12","전라남도 여수시 화정면 화백해안길 164-24","59782","쏠루나","2025-01-08 09:35:02","U","2025-01-10 02:40:00","","257352.271163816","124319.504007204","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"827","관광펜션업","03_11_02_P","5330000","CDFI3261092024000001","2024-04-08","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 욕지면 서산리 307-8 옵타티오펜션","경상남도 통영시 욕지면 욕지일주로 1056, 옵타티오펜션","53100","옵타티오펜션","2024-04-08 21:00:29","I","2024-04-10 00:15:45","","313426.83630883","126333.605245144","관광펜션업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","198.4","","0","","","","","","","0","","","","198",
"828","관광펜션업","03_11_02_P","5110000","CDFI3261092024000001","2024-04-09","","01","영업/정상","13","영업중","","","","","","","","경상북도 상주시 화북면 상오리 567","경상북도 상주시 화북면 문장로 1502-7","37102","솔숲민박","2024-04-09 10:56:07","I","2024-04-11 00:15:08","","282529.598618639","338422.130921672","관광펜션업","","관리지역","0","기타","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","229.54","","0","","","","","","","0","","","","230",
"829","관광펜션업","03_11_02_P","5430000","CDFI3261092024000001","2024-04-02","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 창선면 가인리 182","경상남도 남해군 창선면 흥선로579번길 44-42","52454","남해 언포","2024-04-02 13:46:16","I","2024-04-04 00:15:14","","295089.989778252","155454.882852093","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"830","관광펜션업","03_11_02_P","4620000","CDFI3261092024000003","2024-04-24","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 모항리 1416","충청남도 태안군 소원면 만리포1길 7","32123","숨비소리 만리포","2024-04-24 16:29:49","I","2024-04-26 00:14:55","","123340.661182651","365097.879004473","관광펜션업","","관리지역","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","330.27","","0","","","","","","","0","","","","330",
"831","관광펜션업","03_11_02_P","4170000","CDFI3261092024000008","2024-04-24","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양서면 대심리 59-19","경기도 양평군 양서면 대심상심길 115","12582","커피허브핫","2024-04-24 13:09:26","I","2024-04-26 00:14:55","","235641.32896619","444591.879319124","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"832","관광펜션업","03_11_02_P","4620000","CDFI3261092024000004","2024-04-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 황촌리 800-123","충청남도 태안군 원북면 옥파로 1023","32106","캠프 해놀","2024-04-25 16:42:50","I","2024-04-27 00:14:54","","","","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","467.27","","0","","","","","","","500000000","","","","467",
"833","관광펜션업","03_11_02_P","5050000","CDFI3261092024000002","2024-04-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 동방동 600-4","경상북도 경주시 장골길 61 (동방동)","38176","펜션600","2024-04-18 13:07:06","I","2024-04-20 00:15:00","","403957.227709714","259534.903611373","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","867.41","","0","","","","","","","0","","","","867",
"834","관광펜션업","03_11_02_P","3730000","CDFI3261092024000001","2024-05-13","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 서생면 신암리 490-19","울산광역시 울주군 서생면 해맞이로 895-34, 끌리몽드","45014","끌리몽드","2024-05-15 12:11:26","U","2024-05-17 02:40:00","","411181.612866625","208308.113957439","관광펜션업","","자연녹지지역","2","","","객실2","단독주택","2","0","0","0","","","0","0","","0","0","","0","228.57","","0","","","","","","","0","","","","229",
"835","관광펜션업","03_11_02_P","4181000","CDFI3261092024000005","2024-05-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 남면 한덕리 466-9","강원특별자치도 춘천시 남면 한덕발산길 91-15","24469","빌라반우","2025-03-04 11:39:02","U","2025-03-06 02:40:00","","254182.397764573","464578.160529917","관광펜션업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"836","관광펜션업","03_11_02_P","4351000","CDFI3261092024000001","2024-05-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 인구리 241-8","강원특별자치도 양양군 현남면 황태골로 69-18","25055","사인삼각스테이펜션","2024-05-21 13:31:18","I","2024-05-23 00:14:32","","354214.963102628","496915.576654821","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","60.66","","0","","","","","","","0","","","","61",
"837","관광펜션업","03_11_02_P","4181000","CDFI3261092024000006","2024-05-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 서면 서상리 733-3","강원특별자치도 춘천시 서면 툇골길 416","24460","고유시차","2025-03-04 11:39:26","U","2025-03-06 02:40:00","","258064.35577825","492764.403418825","관광펜션업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"838","관광펜션업","03_11_02_P","5020000","CDFI3261092024000003","2024-03-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 청하면 용두리 45-4","경상북도 포항시 북구 청하면 화두길 160","37517","더원유포리아풀빌라","2024-03-25 17:41:00","I","2024-03-27 00:15:31","","","","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"839","관광펜션업","03_11_02_P","4741000","CDFI3261092024000008","2024-04-17","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 무주군 무주읍 용포리 849","전북특별자치도 무주군 무주읍 삼방로 771","55511","삼방로769","2024-04-17 15:16:00","I","2024-04-19 00:15:40","","255176.888036955","275607.553585285","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","224.8","","0","","","","","","","0","","","","225",
"840","관광펜션업","03_11_02_P","5020000","CDFI3261092024000005","2024-05-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 구룡포읍 하정리 1-1","경상북도 포항시 남구 구룡포읍 하정로138번길 42","37938","이스케이프A","2024-05-16 18:58:12","I","2024-05-18 00:14:36","","430079.884100528","278143.281800148","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"841","관광펜션업","03_11_02_P","5020000","CDFI3261092024000006","2024-05-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 구룡포읍 하정리 1-18","경상북도 포항시 남구 구룡포읍 하정로138번길 38, 이스케이프C","37938","이스케이프C","2024-05-20 09:38:28","I","2024-05-22 00:14:43","","430100.495697935","278093.314717126","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"842","관광펜션업","03_11_02_P","5020000","CDFI3261092024000007","2024-05-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 구룡포읍 하정리 1-48","경상북도 포항시 남구 구룡포읍 하정로138번길 40","37938","이스케이프B","2024-05-20 09:39:11","I","2024-05-22 00:14:43","","430086.499873112","278122.64187408","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"843","관광펜션업","03_11_02_P","4170000","CDFI3261092024000009","2024-05-20","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 옥천면 용천리 148-181","경기도 양평군 옥천면 설매재길 52","12506","사적공간","2024-05-20 10:44:55","I","2024-05-22 00:14:43","","244264.713079495","450820.197755875","관광펜션업","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","149.46","","0","","","","","","","0","","","","149",
"844","관광펜션업","03_11_02_P","4160000","CDFI3261092024000006","2024-05-17","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 산유리 385","경기도 가평군 가평읍 박달골길 54","12429","사뉴","2024-05-17 10:03:36","I","2024-05-19 00:14:36","","244704.862308235","472500.535060671","관광펜션업","","관리지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","138.42","","0","","","","","","","0","","","","138",
"845","관광펜션업","03_11_02_P","4691000","CDFI3261092024000001","2024-05-16","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 정읍시 신정동 1590 내장산리조트관광단지팬션","전북특별자치도 정읍시 용산호반길 26-4, 내장산리조트관광단지팬션 (신정동)","56212","이레 스테이","2024-05-16 21:56:34","I","2024-05-18 00:14:36","","186667.497975638","222905.296705535","관광펜션업","","","3","","","","","3","0","0","0","","","0","0","","0","0","","0","357.12","","0","","","","","","","0","","","","357",
"846","관광펜션업","03_11_02_P","5330000","CDFI3261092024000002","2024-05-02","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 산양읍 남평리 1312-21","경상남도 통영시 산양읍 풍화일주로 1609-12","53083","바다의기분풀스테이","2025-06-26 09:34:52","U","2025-06-28 02:40:00","","326798.330370789","147004.98154565","관광펜션업","","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","189.52","","0","","","","","","","0","","","","190",
