관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
전일빌딩 관광안내소,전일빌딩245 1층,광주광역시,동구,,,일요일,09:00,18:00,09:00,18:00,3,N,Y,Y,,062-223-3631,광주광역시 동구 금남로 245(전일빌딩 1층),광주광역시 동구 금남로1가 1-1,㈜무등커뮤니케이션,,35.14839972,126.9187325,2025-06-12,6290000,광주광역시
남계서원관광안내소,남계서원 주차장 내,경상남도,함양군,남계서원 방문객 관광안내,,설 당일+추석 당일,10:00,17:00,10:00,17:00,2,N,N,N,,055-962-9785,경상남도 함양군 수동면 남계서원길 8-11,경상남도 함양군 수동면 원평리 586-1,경상남도 함양군청,https://www.hygn.go.kr/01640/01641.web,35.54890102,127.783679,2025-06-26,5460000,경상남도 함양군
공산성 관광안내소,공산성 주차장,충청남도,공주시,유네스코 세계유산 공산성 등 공주시 관광안내,홍보물배부+핸드폰충전+락카룸,설날+추석,09:00,18:00,09:00,18:00,2,N,Y,Y,일본어+중국어,041-856-7700,충청남도 공주시 웅진로 280(금성동),충청남도 공주시 금성동 65-3,공주시(관광과),http://tour.gongju.go.kr/html/kr/,36.46521533,127.123603,2022-11-15,4500000,충청남도 공주시
공주 무령왕릉과 왕릉원 관광안내소,무령왕릉 주차장,충청남도,공주시,무령왕릉 등 공주시 관광안내,홍보물배부+핸드폰충전,설날+추석,09:00,18:00,09:00,18:00,2,Y,Y,N,일본어+영어,041-856-3151,충청남도 공주시 왕릉로 37 (웅진동),충청남도 공주시 웅진동 57-1,공주시(관광과),http://tour.gongju.go.kr/html/kr/,36.46244576,127.112978,2022-11-15,4500000,충청남도 공주시
북촌마을안내소,정독도서관 서울교육박물관 앞,서울특별시,종로구,방문객에게 마을 정보를 제공하고 공익목적의 전시 개최,"서가 운영, 와이파이 및 인터넷 검색 가능","설, 추석 당일",09:00,18:00,09:00,18:00,3,Y,Y,Y,,02-2148-4161,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,서울특별시 종로구청,,37.58126437,126.9838695,2022-03-18,3000000,서울특별시 종로구
도봉탐방지원센터,도봉산 입구,서울특별시,도봉구,도봉산 탐방 정보 안내 및 그린포인트 적립,,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,02-954-2565,서울특별시 도봉구 도봉산길 73,,서울특별시 도봉구청,,37.6865126213,127.0376078301,2019-09-30,3090000,서울특별시 도봉구
DMZ평화관광안내센터,시설관리사업소,강원도,철원군,철원 안보관광 접수처,,화,09:00,18:00,09:00,18:00,3, , , ,X,033-450-5558,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,강원도 철원군,https://www.cwg.go.kr/tour/contents.do?key=1670,38.18542141,127.2874037,2022-06-14,4301000,강원특별자치도 철원군
경남관광안내소(창원중앙역),창원중앙역,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,휴대폰충전,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,2,N,Y,Y,,055-289-8815,경상남도 창원시 의창구 상남로 381,경상남도 창원시 의창구 용동 산 32-9,경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.2422530973,128.7013299746,2023-12-12,6480000,경상남도
천안역관광안내소,천안역동부광장,충청남도,천안시,,,1월 1일+설 연휴+추석 연휴,09:00,18:00,09:00,18:00,2, , , ,,041-521-2038,충청남도 천안시 동남구 대흥로 239,충청남도 천안시 동남구 대흥동 57-1,충청남도 천안시청,www.cheonan.go.kr,36.81232081,127.1468225,2024-06-13,4490000,충청남도 천안시
종합터미널 관광안내소,신세계백화점앞,충청남도,천안시,,,1월 1일+설 연휴+추석 연휴,09:00,18:00,09:00,18:00,1, , , ,,041-569-0041,충청남도 천안시 동남구 만남로 43,충청남도 천안시 동남구 신부동 356-2,충청남도 천안시청,www.cheonan.go.kr,36.81933021,127.1578465,2024-06-13,4490000,충청남도 천안시
천안아산역 공동관광홍보관,천안아산역사내2F매표소 맞은편,충청남도,천안시,,,1월 1일+설 연휴+추석 연휴,09:00,18:00,09:00,18:00,1, , , ,,041-531-5322,충청남도 아산시 배방읍 희망로 100,충청남도 아산시 배방읍 장재리 305,충청남도 천안시청,www.cheonan.go.kr,36.794598,127.1044505,2024-06-13,4490000,충청남도 천안시
대구구암동고분군 팔거산성 탐방안내소,운암지수변공원 內,대구광역시,북구,구암동고분군º팔거산성에 대한 역사적 가치와 정보를 문화유산탐방해설사를 통하여 제공,,설 당일+설 연휴+추석 당일+추석 연휴+매주월요일,10:00,17:00,10:00,17:00,1,N,N,N,,053-325-2344,,대구광역시 북구 구암동 387,대구광역시 북구청,,35.93167408,128.567463,2024-12-03,3450000,대구광역시 북구
마포관광정보센터,서울특별시 마포구 홍익로22(서교동) 홍대입구 7 + 8번출구사이,서울특별시,마포구,마포관광정보센터 및 차량이동관광안내소(홍카) 운영을 통해 고품질 관광안내서비스를 제공하여 관광객들의 편의 증진 및 관광도시 마포 구현,관광객 휴식공간 마련+인터넷 검색대 제공+휴대폰 급속충전+와이파이존 구축 및 차량이동관광안내소(홍카) 운영,설 일+설연휴+추석당일+추석연휴,10:00,19:00,10:00,19:00,2,Y,Y,Y,,02-334-7878,서울특별시 마포구 홍익로22(서교동),서울특별시 마포구 서교동 348-78,서울특별시 마포구 관광정책과(수탁업체:(사)외국인관광도시민박업협회),culture.mapo.go.kr,37.55521139,126.9234361,2024-12-03,3130000,서울특별시 마포구
광주향교 관광안내소,광주향교,경기도,하남시,광주향교 해설제공 및 하남시 전반 관광안내,,연중무휴,10:00,17:00,10:00,16:00,1,N,N,N,,031-791-1435,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,경기도 하남시청,https://www.hanam.go.kr/,37.52207594,127.1984194,2024-10-17,4040000,경기도 하남시
이성산성 관광안내소,이성산성,경기도,하남시,이성산성 해설제공 및 하남시 전반 관광안내,,연중무휴,10:00,17:00,10:00,16:00,1,N,N,N,,031-791-1436,,경기도 하남시 춘궁동 306-12,경기도 하남시청,https://www.hanam.go.kr/,37.52253268,127.1882923,2024-10-17,4040000,경기도 하남시
검단산 관광안내소,검단산,경기도,하남시,검단산 등 하남시 전반 관광안내,,연중무휴,09:00,16:00,09:00,15:00,1,N,N,N,,031-791-6240,경기도 하남시 검단산로 250번길 3-6,경기도 하남시 창우동 265-1,경기도 하남시청,https://www.hanam.go.kr/,37.5365323,127.2294355,2024-10-17,4040000,경기도 하남시
하남시 관광홍보관,하남검단산역,경기도,하남시,하남검단산역의 하남시 관광홍보관,,월요일+화요일,10:00,17:00,10:00,17:00,1,N,N,N,,070-4284-0800,경기도 하남시 대청로 100 지하,,경기도 하남시청,https://www.hanam.go.kr/,37.539528,127.224651,2024-10-17,4040000,경기도 하남시
이태원 역사관광안내소(지하),용산구 이태원동 지하철6호선 지하 내,서울특별시,용산구,,,설 당일+추석 당일,10:00,19:00,10:00,19:00,3,Y,Y,Y,,02-3785-0942,서울특별시 용산구 이태원로 지하 177 6호선 이태원역,,서울특별시관광협회,http://www.sta.or.kr/new_home/6/6-1.html,37.5346163,126.9912059,2024-11-28,3020000,서울특별시 용산구
당진관광안내소,당진버스터미널 내,충청남도,당진시,당진시 문화관광지 안내와 시설안내 정보ㆍ셔틀버스 등의 정보를 제공합니다.,핸드폰 충전+식수 제공,월,10:00,17:00,10:00,17:00,1, , , ,,041-358-3357,충청남도 당진시 밤절로 149,충청남도 당진시 수청동 979,충청남도 당진시청,http://www.dangjin.go.kr/tour.do,36.90234577,126.6454357,2022-12-01,5680000,충청남도 당진시
김시민장군 충민사 관광안내소,김시민장군 충민사,충청북도,괴산군,임진왜란때 진주대첩을 승리로 이끈 충무공 김시민장군의 위패를봉안하고 배향하는 사당 관광안내,,토+일+법정휴일,09:00,18:00,10:00,17:00,1,N,N,N,,043-830-3734,충청북도 괴산군 괴산읍 충민사길 46,충청북도 괴산군 괴산읍 능촌리 57,충청북도 괴산군청,http://www.goesan.go.kr,36.83655279,127.8476958,2023-07-10,4460000,충청북도 괴산군
화양구곡 관광안내소,우암송시열유적지,충청북도,괴산군,화양구곡의 절경과 계곡에 산재된 우암송시열 유적지 관광안내,,토+일+법정휴일,09:00,18:00,10:00,17:00,1,N,N,N,,043-832-0186,충청북도 괴산군 청천면 화양동길 188,충청북도 괴산군 청천면 화양리 393-2,충청북도 괴산군청,http://www.goesan.go.kr,36.66897754,127.8110974,2023-07-10,4460000,충청북도 괴산군
머드광장 관광안내소,머드광장 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,연중무휴,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-3887,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,충청남도 보령시청 관광과,https://brcn.go.kr/tour.do,36.3155199,126.5108563,2023-11-30,4510000,충청남도 보령시
성주사지 관광안내소,성주사지 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,연중무휴,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-6563,충청남도 보령시 성주면 심원계곡로 96,충청남도 보령시 성주면 성주리 86-1,충청남도 보령시청 관광과,https://brcn.go.kr/tour.do,36.34324057,126.6555468,2023-11-30,4510000,충청남도 보령시
충청수영성 관광안내소,충청수영성 안내소 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,연중무휴,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-6563,충청남도 보령시 오천면 충청수영로 840,충청남도 보령시 오천면 소성리 661-1,충청남도 보령시청 관광과,https://brcn.go.kr/tour.do,36.43883393,126.5217574,2023-11-30,4510000,충청남도 보령시
석탄박물관 관광안내소,석탄박물관 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,월,10:00,17:00,10:00,17:00,1,Y,N,N,,041-930-6563,충청남도 보령시 성주면 성주산로 508,충청남도 보령시 성주면 개화리 114-4,충청남도 보령시청 관광과,https://brcn.go.kr/tour.do,36.32612548,126.6527118,2023-11-30,4510000,충청남도 보령시
보령박물관,보령박물관 내,충청남도,보령시,각종 관광안내,관광홍보물 비치 배부,월,09:00,18:00,09:00,18:00,1,Y,N,N,,041-931-4021,충청남도 보령시 대흥로 63,충청남도 보령시 대천동 340-2,충청남도 보령시청 문화새마을과,https://brcn.go.kr/tour.do,36.35071662,126.5905197,2023-11-30,4510000,충청남도 보령시
망상오토리조트,망상오토리조트 클럽하우스,강원특별자치도,동해시,망상오토리조트 안내 및 주변 관광정보 제공,,없음,14:00,11:00,14:00,11:00,3,Y,Y,Y,,033-539-3600,강원특별자치도 동해시 동해대로6370,강원특별자치도 동해시 망상동 393-39,동해시시설관리공단,www.campingkorea.or.kr,37.600467,129.078461,2024-02-15,B551313,동해시시설관리공단
무장읍성 관광안내소,무장읍성 앞 방문센터,전북특별자치도,고창군,무장읍성 관련 관광안내,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,063-560-8047,전북특별자치도 고창군 무장면 무장읍성길 45,전북특별자치도 고창군 무장면 성내리 156,전북특별자치도 고창군,http://culture.gochang.go.kr,35.4184161560,126.5573449985,2024-06-03,4781000,전북특별자치도 고창군
동학홍보관,구)신왕초등학교(구정마을 버스정류장 옆),전북특별자치도,고창군,동학농민혁명 관련,,월요일,10:00,17:00,10:00,17:00,1,N,N,N,,063-564-1894,전북특별자치도 고창군 공음면 왕제산로 502,전북특별자치도 고창군 공음면 신대리 8,전북특별자치도 고창군,http://culture.gochang.go.kr,35.403815,126.5413231,2024-06-03,4781000,전북특별자치도 고창군
대구관광정보센터,두류공원 내(야외음악당 옆),대구광역시,달서구,"국내,외 관광정보 제공 및 대구.경북 지역의 관광자원을 홍보",외국어 안내+숙박안내+쇼핑안내,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,053-627-1337,대구광역시 달서구 공원순환로 46(두류동),대구광역시 달서구 두류동 588,대구광역시관광협회,http://www.daegutravel.or.kr,35.85086541,128.5576698,2024-07-15,3470000,대구광역시 달서구
이월드 관광안내소,이월드 정문동우측,대구광역시,달서구,각종 축제의 중심인 두류공원 인근에 위치하고 있어 대구를 찾는 내외국인에게 대구의 관광안내 및 관광정보를 제공,외국어 안내+숙박안내+쇼핑안내,연중무휴,10:00,19:00,10:00,19:00,2,Y,N,Y,,053-621-6046,대구광역시 달서구 두류공원로 200,대구광역시 달서구 두류동 산302-11,대구광역시관광협회,http://www.daegutravel.or.kr,35.85485186,128.5648168,2024-07-15,3470000,대구광역시 달서구
명주박물관 관광안내센터,박물관 내부,경상북도,상주시,명주박물관의 역사 및 상주의 누에고치에 대한 소개,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-537-7109,경상북도 상주시 함창읍 무운로 1593,경상북도 함창읍 교촌리 199-11,경상북도 상주시청,https://www.sangju.go.kr/tour/main.tc,36.5763463440,128.1598343230,2025-01-01,5110000,경상북도 상주시
회상나루 관광안내센터,주차장 옆,경상북도,상주시,회상나루 관광지의 역사 및 의의에 대한 소개,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-537-7109,경상북도 상주시 중동면 갱다불길 93,경상북도 상주시 중동면 회상리 769-1,경상북도 상주시청,https://www.sangju.go.kr/tour/main.tc,36.4414244240,128.2659629881,2025-01-01,5110000,경상북도 상주시
옥동서원 관광안내센터,옥동서원 앞,경상북도,상주시,옥동서원의 역사 및 자연경관에 대한 소개,,월+화+수+목+금,10:00,17:00,10:00,17:00,1,N,N,N,,054-537-7109,경상북도 상주시 모동면 수봉2길 29,경상북도 상주시 모동면 수봉리 546,경상북도 상주시청,https://www.sangju.go.kr/tour/main.tc,36.28974048,127.941527,2025-01-01,5110000,경상북도 상주시
인제관광정보센터,인제스마트복합쉼터 1층,강원특별자치도,인제군,인제군 관광정보 제공,,설날 당일+추석당일+근로자의 날,09:00,18:00,09:00,18:00,2, , ,Y,,033-460-2170,강원특별자치도 인제군 설악로 1277,강원특별자치도 인제군 남면 남전리 1092-13,강원특별자치도 인제군청,http://tour.inje.go.kr/tour/guide/guide_tourcenter,38.012116,128.126731,2024-12-13,4331000,강원특별자치도 인제군
백담관광정보센터,백담사 주차장 입구,강원특별자치도,인제군,인제군 관광정보 제공,,설날 당일+추석당일+근로자의 날,09:00,18:00,09:00,18:00,1, , ,Y,,033-463-6644,강원특별자치도 인제군 북면 백담로 96,강원특별자치도 인제군 북면 용대리 888,강원특별자치도 인제군청,http://tour.inje.go.kr/tour/guide/guide_tourcenter,38.19329003,128.3523102,2024-12-13,4331000,강원특별자치도 인제군
영도관광안내센터,영도구 봉래동 물양장,부산광역시,영도구,영도대교의 도개 모습을 가장 편하게 구경할 수 있는 조망권을 제공하는 해양관광도시 영도의 랜드마크로 영도 관광에 필요한 종합서비스를 제공합니다. ( 1층 관광안내소+2층 영도 근대역사 전시실+3층 봉래 물양장 갤러리로 구성되어 있습니다.),,설 당일+추석 당일,09:00,18:00,09:00,18:00,1,N,N,N,,051-419-4045,부산광역시 영도구 봉래나루로 79,부산광역시 영도구 봉래동1가 1,부산광역시 영도구,http://www.yeongdo.go.kr/tour/01512/01513/01514.web,35.09453882,129.0387524,2024-12-04,3280000,부산광역시 영도구
